id,x,y,plot,species,height_cm,elevation,slope,twi,distance_m,mpb_class,fire_class
734,524202.11,5447043.77,3,Pinus_contorta,15,1254,23.9,6.68,55.4,0,3
735,524266.01,5447008.17,3,Pinus_contorta,15,1217,22.7,5.53,43.2,0,3
736,524257.16,5447023.19,3,Pinus_contorta,15,1222,21.6,1.44,40.7,0,3
737,524219.22,5446977.35,3,Pinus_contorta,15,1262,24.7,4.7,89.1,0,2
738,524234.58,5446964.62,3,Pinus_contorta,15,1251,26.8,5.43,159.0,0,3
739,524246.99,5446996.29,3,Pinus_contorta,15,1228,25.4,5.25,51.7,0,3
740,524258.66,5446966.48,3,Pinus_contorta,15,1240,28.1,5.95,89.1,0,2
741,524294.75,5446977.43,3,Pinus_contorta,30,1222,24.0,5.08,43.2,0,3
742,524249.81,5446981.5,3,Pinus_contorta,30,1228,25.4,5.25,86.0,0,2
743,524285.9,5446991.69,3,Pinus_contorta,30,1210,21.1,5.85,42.7,0,3
744,524265.18,5446968.77,3,Pinus_contorta,30,1230,26.1,6.38,153.4,0,3
745,524277.58,5447000.44,3,Pinus_contorta,30,1217,22.7,5.53,43.2,0,3
746,524207.0,5446960.23,3,Pinus_contorta,30,1262,24.7,4.7,137.5,0,3
747,524243.08,5446971.18,3,Pinus_contorta,30,1251,26.8,5.43,93.5,0,2
748,524198.15,5446975.25,3,Pinus_contorta,30,1273,23.5,5.41,145.4,0,3
749,524234.24,5446985.44,3,Pinus_contorta,30,1242,25.4,4.67,89.7,0,2
750,524213.51,5446962.52,3,Pinus_contorta,30,1262,24.7,4.7,144.3,0,3
751,524225.92,5446994.19,3,Pinus_contorta,30,1242,25.4,4.67,32.2,0,2
752,524245.17,5447009.83,3,Pinus_contorta,16,1222,21.6,1.44,48.0,0,3
753,524236.33,5447024.1,3,Pinus_contorta,16,1235,23.6,1.59,47.2,0,3
754,524215.6,5447001.17,3,Pinus_contorta,16,1253,23.7,1.61,59.4,0,3
755,524228.01,5447032.84,3,Pinus_contorta,16,1235,23.6,1.59,48.0,0,3
756,524264.84,5446988.59,3,Pinus_contorta,16,1217,22.7,5.53,27.7,0,2
757,524300.92,5446999.54,3,Pinus_contorta,21,1210,21.1,5.85,19.8,0,2
758,524255.99,5447003.61,3,Pinus_contorta,29,1228,25.4,5.25,47.2,0,3
759,524271.35,5446990.88,3,Pinus_contorta,15,1217,22.7,5.53,47.6,0,3
760,524226.24,5446977.88,3,Pinus_contorta,10,1251,26.8,5.43,92.3,0,2
761,524262.33,5446988.83,3,Pinus_contorta,20,1228,25.4,5.25,27.9,0,2
762,524217.39,5446992.9,3,Pinus_contorta,25,1253,23.7,1.61,33.7,0,2
763,524253.48,5447003.09,3,Pinus_contorta,24,1228,25.4,5.25,48.0,0,3
764,524232.76,5446980.17,3,Pinus_contorta,15,1242,25.4,4.67,92.9,0,2
765,524245.16,5447011.84,3,Pinus_contorta,9,1222,21.6,1.44,47.6,0,3
766,524220.19,5446983.88,3,Pinus_contorta,29,1253,23.7,1.61,92.9,0,2
767,524256.28,5446994.83,3,Pinus_contorta,10,1228,25.4,5.25,27.4,0,2
768,524211.34,5446998.89,3,Pinus_contorta,9,1253,23.7,1.61,61.5,0,3
769,524247.43,5447009.09,3,Pinus_contorta,11,1228,25.4,5.25,47.6,0,3
770,524226.71,5446986.16,3,Pinus_contorta,8,1242,25.4,4.67,92.9,0,2
771,524303.01,5446982.23,3,Pinus_contorta,16,1210,21.1,5.85,39.1,0,3
772,524339.09,5446993.18,3,Pinus_contorta,30,1197,19.6,5.21,14.2,0,2
773,524294.16,5446997.25,3,Pinus_contorta,10,1210,21.1,5.85,38.7,0,3
774,524309.52,5446984.52,3,Pinus_contorta,12,1203,19.9,4.78,36.6,0,3
775,524265.07,5446936.4,3,Pinus_contorta,9,1241,24.4,5.2,156.8,0,4
776,524301.15,5446947.35,3,Pinus_contorta,16,1232,23.0,5.72,50.1,0,4
777,524256.22,5446951.41,3,Pinus_contorta,13,1240,28.1,5.95,161.3,0,4
778,524292.31,5446961.61,3,Pinus_contorta,12,1222,24.0,5.08,48.0,0,4
779,524295.66,5446940.55,3,Pinus_contorta,28,1232,23.0,5.72,53.3,0,4
780,524331.75,5446951.5,3,Pinus_contorta,12,1204,21.9,4.57,41.9,0,4
781,524286.82,5446955.56,3,Pinus_contorta,26,1222,24.0,5.08,51.3,0,4
782,524322.9,5446965.76,3,Pinus_contorta,34,1213,22.8,5.53,38.7,0,3
783,524302.18,5446942.83,3,Pinus_contorta,18,1232,23.0,5.72,51.3,0,4
784,524314.59,5446974.51,3,Pinus_contorta,30,1213,22.8,5.53,37.9,0,3
785,524244.0,5446934.3,3,Pinus_contorta,20,1264,25.7,6.07,138.6,0,3
786,524262.92,5446968.26,3,Pinus_contorta,22,1240,28.1,5.95,86.0,0,2
787,524282.17,5446983.9,3,Pinus_contorta,40,1217,22.7,5.53,45.6,0,3
788,524237.24,5446987.97,3,Pinus_contorta,14,1242,25.4,4.67,87.9,0,2
789,524273.33,5446998.16,3,Pinus_contorta,14,1217,22.7,5.53,44.8,0,3
790,524252.6,5446975.24,3,Pinus_contorta,32,1240,28.1,5.95,88.5,0,2
791,524265.01,5447006.91,3,Pinus_contorta,20,1217,22.7,5.53,43.6,0,3
792,524301.84,5446962.66,3,Pinus_contorta,25,1222,24.0,5.08,45.2,0,4
793,524337.93,5446973.61,3,Pinus_contorta,12,1204,21.9,4.57,18.0,0,2
794,524292.99,5446977.67,3,Pinus_contorta,12,1222,24.0,5.08,43.6,0,3
795,524329.08,5446987.87,3,Pinus_contorta,13,1197,19.6,5.21,16.6,0,2
796,524308.35,5446964.94,3,Pinus_contorta,9,1213,22.8,5.53,42.7,0,4
797,524320.76,5446996.62,3,Pinus_contorta,15,1203,19.9,4.78,16.6,0,2
798,524187.76,5446999.29,3,Pinus_contorta,20,1265,22.9,1.59,57.8,0,4
799,524223.84,5447010.24,3,Pinus_contorta,40,1249,22.7,7.32,54.6,0,3
800,524178.91,5447014.31,3,Pinus_contorta,19,1274,23.1,7.33,61.1,0,4
801,524194.27,5447001.58,3,Pinus_contorta,12,1265,22.9,1.59,60.3,0,4
802,524181.71,5447005.29,3,Pinus_contorta,11,1276,22.0,1.58,58.6,0,4
803,524217.79,5447016.24,3,Pinus_contorta,8,1249,22.7,7.32,55.0,0,3
804,524172.86,5447020.31,3,Pinus_contorta,8,1274,23.1,7.33,34.2,0,2
805,524208.95,5447030.5,3,Pinus_contorta,10,1249,22.7,7.32,55.0,0,3
806,524188.22,5447007.58,3,Pinus_contorta,24,1265,22.9,1.59,60.7,0,4
807,524200.63,5447039.25,3,Pinus_contorta,24,1261,23.0,7.33,56.6,0,3
808,524264.52,5447003.64,3,Pinus_contorta,24,1228,25.4,5.25,44.8,0,3
809,524255.67,5447018.66,3,Pinus_contorta,24,1222,21.6,1.44,42.7,0,3
810,524226.58,5446957.81,3,Pinus_contorta,25,1251,26.8,5.43,147.7,0,3
811,524262.67,5446968.76,3,Pinus_contorta,25,1240,28.1,5.95,86.0,0,2
812,524217.73,5446972.83,3,Pinus_contorta,25,1262,24.7,4.7,86.6,0,2
813,524253.82,5446983.02,3,Pinus_contorta,25,1228,25.4,5.25,83.5,0,2
814,524233.1,5446960.1,3,Pinus_contorta,25,1251,26.8,5.43,154.5,0,3
815,524245.5,5446991.77,3,Pinus_contorta,23,1228,25.4,5.25,82.2,0,2
816,524257.18,5446961.96,3,Pinus_contorta,23,1240,28.1,5.95,164.7,0,4
817,524293.26,5446972.91,3,Pinus_contorta,23,1222,24.0,5.08,44.8,0,3
818,524248.33,5446976.97,3,Pinus_contorta,23,1240,28.1,5.95,88.5,0,2
819,524263.69,5446964.24,3,Pinus_contorta,23,1240,28.1,5.95,157.9,0,4
820,524276.1,5446995.92,3,Pinus_contorta,23,1217,22.7,5.53,45.2,0,3
821,524205.51,5446955.71,3,Pinus_contorta,23,1262,24.7,4.7,132.9,0,3
822,524241.6,5446966.66,3,Pinus_contorta,15,1251,26.8,5.43,91.6,0,2
823,524196.66,5446970.73,3,Pinus_contorta,15,1273,23.5,5.41,140.9,0,3
824,524232.75,5446980.92,3,Pinus_contorta,15,1242,25.4,4.67,92.9,0,2
825,524212.03,5446958.0,3,Pinus_contorta,15,1262,24.7,4.7,138.6,0,3
826,524224.43,5446989.67,3,Pinus_contorta,15,1242,25.4,4.67,92.3,0,2
827,524207.6,5446994.36,3,Pinus_contorta,15,1253,23.7,1.61,33.7,0,2
828,524243.69,5447005.31,3,Pinus_contorta,14,1242,25.4,4.67,49.7,0,3
829,524198.75,5447009.38,3,Pinus_contorta,14,1261,23.0,7.33,63.1,0,4
830,524234.84,5447019.57,3,Pinus_contorta,14,1235,23.6,1.59,48.9,0,3
831,524214.12,5446996.65,3,Pinus_contorta,14,1253,23.7,1.61,61.1,0,3
832,524226.52,5447028.32,3,Pinus_contorta,14,1235,23.6,1.59,49.3,0,3
833,524263.35,5446984.07,3,Pinus_contorta,14,1228,25.4,5.25,28.6,0,2
834,524299.44,5446995.02,3,Pinus_contorta,19,1210,21.1,5.85,20.7,0,2
835,524254.5,5446999.08,3,Pinus_contorta,19,1228,25.4,5.25,48.9,0,3
836,524290.59,5447009.28,3,Pinus_contorta,19,1210,21.1,5.85,37.5,0,3
837,524269.87,5446986.35,3,Pinus_contorta,19,1217,22.7,5.53,49.7,0,3
838,524282.27,5447018.03,3,Pinus_contorta,19,1212,18.2,1.23,35.8,0,3
839,524195.63,5447033.71,3,Pinus_contorta,19,1261,23.0,7.33,59.4,0,3
840,524231.72,5447044.65,3,Pinus_contorta,8,1233,21.8,7.27,44.4,0,3
841,524186.79,5447048.72,3,Pinus_contorta,8,1254,23.9,6.68,59.8,0,3
842,524222.88,5447058.92,3,Pinus_contorta,8,1244,21.4,6.56,24.7,0,1
843,524202.15,5447035.99,3,Pinus_contorta,8,1261,23.0,7.33,56.6,0,3
844,524180.74,5447054.72,3,Pinus_contorta,8,1268,26.7,0.24,61.1,0,3
845,524216.83,5447064.91,3,Pinus_contorta,8,1244,21.4,6.56,25.4,0,1
846,524196.1,5447041.99,3,Pinus_contorta,16,1254,23.9,6.68,57.8,0,3
847,524272.4,5447038.06,3,Pinus_contorta,10,1212,18.2,1.23,17.8,0,2
848,524263.55,5447053.07,3,Pinus_contorta,9,1221,19.9,6.48,31.3,0,3
849,524225.61,5447007.24,3,Pinus_contorta,12,1242,25.4,4.67,54.6,0,3
850,524261.7,5447017.43,3,Pinus_contorta,26,1222,21.6,1.44,41.1,0,3
851,524265.06,5446996.37,3,Pinus_contorta,11,1217,22.7,5.53,47.2,0,3
852,524256.21,5447011.39,3,Pinus_contorta,15,1222,21.6,1.44,44.4,0,3
853,524271.57,5446998.66,3,Pinus_contorta,11,1217,22.7,5.53,45.2,0,3
854,524283.98,5447030.33,3,Pinus_contorta,10,1212,18.2,1.23,17.3,0,2
855,524213.39,5446990.12,3,Pinus_contorta,18,1253,23.7,1.61,33.5,0,2
856,524249.48,5447001.07,3,Pinus_contorta,17,1228,25.4,5.25,49.7,0,3
857,524204.54,5447005.14,3,Pinus_contorta,21,1253,23.7,1.61,61.9,0,4
858,524240.63,5447015.33,3,Pinus_contorta,17,1235,23.6,1.59,48.0,0,3
859,524215.48,5447028.77,3,Pinus_contorta,26,1249,22.7,7.32,53.3,0,3
860,524251.57,5447039.72,3,Pinus_contorta,8,1222,21.6,1.44,38.3,0,3
861,524206.63,5447043.79,3,Pinus_contorta,15,1244,21.4,6.56,53.7,0,3
862,524242.72,5447053.99,3,Pinus_contorta,17,1233,21.8,7.27,38.7,0,3
863,524221.99,5447031.06,3,Pinus_contorta,6,1249,22.7,7.32,50.5,0,3
864,524234.4,5447062.73,3,Pinus_contorta,11,1233,21.8,7.27,22.0,0,1
865,524271.23,5447018.48,3,Pinus_contorta,10,1212,18.2,1.23,38.3,0,3
866,524340.49,5446953.17,3,Pinus_contorta,18,1204,21.9,4.57,39.5,0,4
867,524317.1,5446953.59,3,Pinus_contorta,14,1213,22.8,5.53,44.0,0,4
868,524340.49,5446953.17,3,Pinus_contorta,13,1204,21.9,4.57,39.5,0,4
869,524317.1,5446953.59,3,Pinus_contorta,15,1213,22.8,5.53,44.0,0,4
870,524324.23,5446952.95,3,Pinus_contorta,10,1213,22.8,5.53,42.7,0,4
871,524341.85,5446949.39,3,Pinus_contorta,9,1204,21.9,4.57,40.7,0,4
872,524328.62,5446952.53,3,Pinus_contorta,10,1204,21.9,4.57,41.9,0,4
873,524351.98,5446903.45,3,Pinus_contorta,8,1218,21.9,5.89,57.8,0,4
874,524343.59,5446918.86,3,Pinus_contorta,6,1214,22.6,5.7,52.5,0,4
875,524325.83,5446906.3,3,Pinus_contorta,11,1230,21.0,5.85,59.4,0,4
876,524312.6,5446909.43,3,Pinus_contorta,12,1230,21.0,5.85,60.7,0,4
877,524338.03,5446900.64,3,Pinus_contorta,10,1224,20.8,5.83,60.3,0,4
878,524334.8,5446925.35,3,Pinus_contorta,18,1214,22.6,5.7,50.9,0,4
879,524311.41,5446925.77,3,Pinus_contorta,32,1223,22.4,4.66,55.0,0,4
880,524340.6,5446907.7,3,Pinus_contorta,16,1224,20.8,5.83,57.0,0,4
881,524334.8,5446925.35,3,Pinus_contorta,22,1214,22.6,5.7,50.9,0,4
882,524311.41,5446925.77,3,Pinus_contorta,7,1223,22.4,4.66,55.0,0,4
883,524326.77,5446928.87,3,Pinus_contorta,6,1214,22.6,5.7,50.9,0,4
884,524356.26,5446926.48,3,Pinus_contorta,13,1206,23.5,5.75,48.4,0,4
885,524340.6,5446907.7,3,Pinus_contorta,16,1224,20.8,5.83,57.0,0,4
886,524334.8,5446925.35,3,Pinus_contorta,27,1214,22.6,5.7,50.9,0,4
887,524328.07,5446920.12,3,Pinus_contorta,13,1214,22.6,5.7,54.1,0,4
888,524328.07,5446920.12,3,Pinus_contorta,30,1214,22.6,5.7,54.1,0,4
889,524318.55,5446925.13,3,Pinus_contorta,21,1223,22.4,4.66,53.7,0,4
890,524358.8,5446923.9,3,Pinus_contorta,12,1206,23.5,5.75,49.3,0,4
891,524345.57,5446927.03,3,Pinus_contorta,13,1214,22.6,5.7,48.9,0,4
892,524336.16,5446921.57,3,Pinus_contorta,29,1214,22.6,5.7,52.1,0,4
893,524322.93,5446924.7,3,Pinus_contorta,17,1223,22.4,4.66,52.9,0,4
894,524348.36,5446915.91,3,Pinus_contorta,15,1218,21.9,5.89,53.3,0,4
895,524350.93,5446922.97,3,Pinus_contorta,16,1206,23.5,5.75,50.1,0,4
896,524350.93,5446922.97,3,Pinus_contorta,13,1206,23.5,5.75,50.1,0,4
897,524310.74,5447001.39,3,Pinus_contorta,9,1203,19.9,4.78,17.8,0,2
898,524284.6,5447004.24,3,Pinus_contorta,9,1217,22.7,5.53,40.3,0,3
899,524296.8,5446998.57,3,Pinus_contorta,18,1210,21.1,5.85,20.7,0,2
900,524270.18,5447023.7,3,Pinus_contorta,12,1212,18.2,1.23,37.0,0,3
901,524261.35,5447041.33,3,Pinus_contorta,11,1221,19.9,6.48,34.6,0,3
902,524299.37,5447005.64,3,Pinus_contorta,23,1210,21.1,5.85,19.6,0,2
903,524270.18,5447023.7,3,Pinus_contorta,15,1212,18.2,1.23,37.0,0,3
904,524257.66,5447036.12,3,Pinus_contorta,26,1222,21.6,1.44,37.0,0,3
905,524257.66,5447036.12,3,Pinus_contorta,15,1222,21.6,1.44,37.0,0,3
906,524249.27,5447019.68,3,Pinus_contorta,6,1222,21.6,1.44,44.0,0,3
907,524285.16,5447045.52,3,Pinus_contorta,11,1201,16.9,5.61,14.6,0,2
908,524299.37,5447005.64,3,Pinus_contorta,19,1210,21.1,5.85,19.6,0,2
909,524257.66,5447036.12,3,Pinus_contorta,15,1222,21.6,1.44,37.0,0,3
910,524251.44,5447048.57,3,Pinus_contorta,11,1221,19.9,6.48,36.6,0,3
911,524281.04,5447035.7,3,Pinus_contorta,6,1212,18.2,1.23,16.9,0,2
912,524257.66,5447036.12,3,Pinus_contorta,16,1222,21.6,1.44,37.0,0,3
913,524245.13,5447048.54,3,Pinus_contorta,7,1221,19.9,6.48,38.7,0,3
914,524277.31,5447023.06,3,Pinus_contorta,12,1212,18.2,1.23,35.4,0,3
915,524269.29,5447041.44,3,Pinus_contorta,19,1211,17.7,5.95,17.8,0,2
916,524245.13,5447048.54,3,Pinus_contorta,28,1221,19.9,6.48,38.7,0,3
917,524242.28,5447056.17,3,Pinus_contorta,14,1233,21.8,7.27,21.1,0,1
918,524285.14,5447049.23,3,Pinus_contorta,11,1201,16.9,5.61,13.9,0,2
919,524285.14,5447049.23,3,Pinus_contorta,13,1201,16.9,5.61,13.9,0,2
920,524274.52,5447050.89,3,Pinus_contorta,9,1211,17.7,5.95,15.5,0,2
921,524281.7,5447022.64,3,Pinus_contorta,17,1212,18.2,1.23,34.6,0,3
922,524280.51,5447038.97,3,Pinus_contorta,21,1212,18.2,1.23,16.4,0,2
923,524267.99,5447051.39,3,Pinus_contorta,10,1211,17.7,5.95,16.6,0,2
924,524267.99,5447051.39,3,Pinus_contorta,9,1211,17.7,5.95,16.6,0,2
925,524267.99,5447051.39,3,Pinus_contorta,13,1211,17.7,5.95,16.6,0,2
926,524279.62,5447056.71,3,Pinus_contorta,15,1211,17.7,5.95,13.7,0,1
927,524255.46,5447063.81,3,Pinus_contorta,15,1221,19.9,6.48,17.8,0,1
928,524259.4,5446933.62,3,Pinus_contorta,27,1253,26.0,6.78,150.0,0,3
929,524256.98,5446942.27,3,Pinus_contorta,19,1253,26.0,6.78,154.5,0,4
930,524254.18,5446938.8,3,Pinus_contorta,14,1253,26.0,6.78,150.0,0,4
931,524251.76,5446947.45,3,Pinus_contorta,16,1253,26.0,6.78,155.6,0,4
932,524245.55,5446931.83,3,Pinus_contorta,27,1253,26.0,6.78,137.5,0,3
933,524274.52,5446943.65,3,Pinus_contorta,10,1241,24.4,5.2,162.4,0,4
934,524272.1,5446952.3,3,Pinus_contorta,16,1230,26.1,6.38,157.9,0,4
935,524265.88,5446936.68,3,Pinus_contorta,16,1241,24.4,5.2,157.9,0,4
936,524265.88,5446936.68,3,Pinus_contorta,16,1241,24.4,5.2,157.9,0,4
937,524269.3,5446948.82,3,Pinus_contorta,16,1230,26.1,6.38,163.6,0,4
938,524266.88,5446957.48,3,Pinus_contorta,10,1230,26.1,6.38,159.0,0,4
939,524260.66,5446941.86,3,Pinus_contorta,10,1253,26.0,6.78,156.8,0,4
940,524260.91,5446935.15,3,Pinus_contorta,25,1253,26.0,6.78,152.2,0,4
941,524258.11,5446931.67,3,Pinus_contorta,25,1253,26.0,6.78,146.5,0,3
942,524248.59,5446979.05,3,Pinus_contorta,15,1228,25.4,5.25,87.9,0,2
943,524248.59,5446979.05,3,Pinus_contorta,10,1228,25.4,5.25,87.9,0,2
944,524243.62,5446977.51,3,Pinus_contorta,20,1251,26.8,5.43,90.4,0,2
945,524237.41,5446961.89,3,Pinus_contorta,20,1251,26.8,5.43,159.0,0,4
946,524240.82,5446974.04,3,Pinus_contorta,20,1251,26.8,5.43,92.9,0,2
947,524232.19,5446967.07,3,Pinus_contorta,20,1251,26.8,5.43,88.5,0,2
948,524252.52,5446971.92,3,Pinus_contorta,20,1240,28.1,5.95,89.7,0,2
949,524252.52,5446971.92,3,Pinus_contorta,20,1240,28.1,5.95,89.7,0,2
950,524247.3,5446977.1,3,Pinus_contorta,20,1240,28.1,5.95,89.1,0,2
951,524286.98,5446915.77,3,Pinus_contorta,20,1241,21.1,4.67,32.2,0,2
952,524290.39,5446927.91,3,Pinus_contorta,13,1232,23.0,5.72,32.6,0,2
953,524287.97,5446936.56,3,Pinus_contorta,13,1232,23.0,5.72,56.6,0,4
954,524281.76,5446920.94,3,Pinus_contorta,13,1241,24.4,5.2,31.7,0,2
955,524285.17,5446933.09,3,Pinus_contorta,13,1241,24.4,5.2,32.4,0,2
956,524282.75,5446941.74,3,Pinus_contorta,13,1241,24.4,5.2,56.6,0,4
957,524276.54,5446926.12,3,Pinus_contorta,13,1241,24.4,5.2,31.5,0,2
958,524266.58,5446948.15,3,Pinus_contorta,13,1230,26.1,6.38,165.9,0,4
959,524305.51,5446937.94,3,Pinus_contorta,25,1232,23.0,5.72,52.1,0,4
960,524303.09,5446946.59,3,Pinus_contorta,25,1232,23.0,5.72,49.7,0,4
961,524296.88,5446930.97,3,Pinus_contorta,25,1232,23.0,5.72,56.2,0,4
962,524296.88,5446930.97,3,Pinus_contorta,25,1232,23.0,5.72,56.2,0,4
963,524300.29,5446943.11,3,Pinus_contorta,25,1232,23.0,5.72,51.7,0,4
964,524297.87,5446951.77,3,Pinus_contorta,25,1222,24.0,5.08,49.3,0,4
965,524291.66,5446936.15,3,Pinus_contorta,25,1232,23.0,5.72,55.8,0,4
966,524281.7,5446958.18,3,Pinus_contorta,25,1230,26.1,6.38,52.1,0,4
967,524275.8,5446898.61,3,Pinus_contorta,10,1250,21.0,5.84,28.1,0,2
968,524279.21,5446910.76,3,Pinus_contorta,10,1250,21.0,5.84,30.1,0,2
969,524276.79,5446919.41,3,Pinus_contorta,10,1241,24.4,5.2,30.6,0,2
970,524270.58,5446903.79,3,Pinus_contorta,10,1250,21.0,5.84,27.7,0,2
971,524273.99,5446915.93,3,Pinus_contorta,33,1250,21.0,5.84,29.7,0,2
972,524271.57,5446924.58,3,Pinus_contorta,20,1241,24.4,5.2,84.7,0,2
973,524265.36,5446908.96,3,Pinus_contorta,20,1250,21.0,5.84,75.9,0,2
974,524255.4,5446931.0,3,Pinus_contorta,20,1253,26.0,6.78,144.3,0,3
975,524290.91,5446908.64,3,Pinus_contorta,20,1241,21.1,4.67,32.2,0,2
976,524294.32,5446920.78,3,Pinus_contorta,20,1232,23.0,5.72,33.3,0,2
977,524291.9,5446929.43,3,Pinus_contorta,15,1232,23.0,5.72,31.9,0,2
978,524285.69,5446913.82,3,Pinus_contorta,15,1241,21.1,4.67,31.7,0,2
979,524285.69,5446913.82,3,Pinus_contorta,42,1241,21.1,4.67,31.7,0,2
980,524289.1,5446925.96,3,Pinus_contorta,42,1232,23.0,5.72,33.1,0,2
981,524286.68,5446934.61,3,Pinus_contorta,20,1232,23.0,5.72,31.9,0,2
982,524284.8,5446968.17,3,Pinus_contorta,28,1230,26.1,6.38,48.4,0,3
983,524288.21,5446980.31,3,Pinus_contorta,28,1210,21.1,5.85,44.4,0,3
984,524285.79,5446988.96,3,Pinus_contorta,28,1210,21.1,5.85,43.6,0,3
985,524279.58,5446973.34,3,Pinus_contorta,28,1230,26.1,6.38,48.9,0,3
986,524279.58,5446973.34,3,Pinus_contorta,28,1230,26.1,6.38,48.9,0,3
987,524282.99,5446985.48,3,Pinus_contorta,28,1217,22.7,5.53,45.2,0,3
988,524280.57,5446994.13,3,Pinus_contorta,28,1217,22.7,5.53,44.4,0,3
989,524274.36,5446978.51,3,Pinus_contorta,28,1230,26.1,6.38,49.7,0,3
990,524264.41,5447000.55,3,Pinus_contorta,28,1228,25.4,5.25,46.0,0,3
991,524299.92,5446978.19,3,Pinus_contorta,26,1222,24.0,5.08,41.1,0,3
992,524303.33,5446990.33,3,Pinus_contorta,26,1210,21.1,5.85,37.0,0,3
993,524300.91,5446998.99,3,Pinus_contorta,26,1210,21.1,5.85,20.0,0,2
994,524294.7,5446983.37,3,Pinus_contorta,26,1210,21.1,5.85,41.5,0,3
995,524273.62,5446951.01,3,Pinus_contorta,26,1230,26.1,6.38,157.9,0,4
996,524277.03,5446963.15,3,Pinus_contorta,26,1230,26.1,6.38,146.5,0,4
997,524268.4,5446956.18,3,Pinus_contorta,26,1230,26.1,6.38,159.0,0,4
998,524288.73,5446961.04,3,Pinus_contorta,26,1222,24.0,5.08,49.3,0,4
999,524292.14,5446973.18,3,Pinus_contorta,26,1222,24.0,5.08,45.2,0,3
1000,524283.51,5446966.21,3,Pinus_contorta,58,1230,26.1,6.38,49.7,0,3
1001,524286.92,5446978.35,3,Pinus_contorta,58,1222,24.0,5.08,45.6,0,3
1002,524284.5,5446987.0,3,Pinus_contorta,58,1217,22.7,5.53,44.4,0,3
1003,524268.33,5446993.42,3,Pinus_contorta,58,1217,22.7,5.53,47.6,0,3
1004,524283.76,5447022.55,3,Pinus_contorta,58,1212,18.2,1.23,34.2,0,3
1005,524243.84,5446970.42,3,Larix,20,1251,26.8,5.43,93.5,0,2
1006,524254.45,5446895.39,3,Larix,11,1260,22.3,5.22,23.6,0,2
1007,524182.01,5446972.33,3,Larix,16,1284,22.3,5.35,47.6,0,3
1008,524247.36,5446891.52,3,Larix,38,1260,22.3,5.22,21.8,0,2
1009,524251.01,5446890.73,3,Larix,50,1260,22.3,5.22,22.3,0,2
1010,524254.77,5446890.1,3,Larix,13,1260,22.3,5.22,22.9,0,2
1011,524237.83,5446891.79,3,Larix,48,1272,23.7,7.36,55.9,0,2
1012,524167.16,5446961.08,3,Larix,18,1284,22.3,5.35,40.3,0,3
1013,524166.16,5446925.15,3,Larix,20,1290,22.7,5.53,43.3,0,2
1014,524180.42,5446976.22,3,Larix,20,1284,22.3,5.35,48.4,0,3
1015,524175.47,5446887.79,3,Larix,23,1301,24.7,4.85,9.9,0,2
1016,524203.44,5446884.75,3,Larix,15,1303,24.6,6.72,36.4,0,2
1017,524197.09,5446884.94,3,Larix,28,1303,24.6,6.72,12.1,0,2
1018,524165.95,5446923.06,3,Larix,32,1290,22.7,5.53,15.1,0,2
1019,524198.97,5446885.99,3,Larix,21,1292,24.4,5.61,12.6,0,2
1020,524354.2,5446886.87,3,Larix,16,1218,21.9,5.89,64.3,0,4
1021,524325.99,5446898.59,3,Larix,18,1224,20.8,5.83,62.3,0,4
1022,524248.36,5446903.27,3,Larix,10,1260,22.3,5.22,65.3,0,2
1023,524172.09,5446930.18,3,Larix,16,1290,22.7,5.53,48.3,0,2
1024,524173.49,5446931.19,3,Larix,16,1290,22.7,5.53,49.0,0,2
1025,524180.82,5446936.15,3,Larix,29,1290,22.7,5.53,54.0,0,2
1026,524173.09,5446924.84,3,Larix,21,1290,22.7,5.53,45.8,0,2
1027,524175.95,5446928.65,3,Larix,13,1290,22.7,5.53,87.5,0,3
1028,524165.29,5446898.3,3,Larix,25,1301,24.7,4.85,10.3,0,2
1029,524169.81,5446897.53,3,Larix,10,1301,24.7,4.85,10.8,0,2
1030,524169.65,5446926.32,3,Larix,24,1290,22.7,5.53,45.2,0,2
1031,524173.62,5446922.43,3,Larix,30,1290,22.7,5.53,44.6,0,2
1032,524207.91,5446928.35,3,Larix,30,1272,24.7,5.46,107.9,0,3
1033,524210.77,5446918.35,3,Larix,14,1272,24.7,5.46,101.1,0,3
1034,524194.71,5446943.22,3,Larix,16,1281,23.5,4.72,62.8,0,2
1035,524216.56,5446915.71,3,Larix,22,1284,24.2,6.29,102.2,0,3
1036,524176.08,5446918.41,3,Larix,54,1290,22.7,5.53,78.4,0,3
1037,524168.09,5446956.53,3,Larix,15,1284,22.3,5.35,39.1,0,3
1038,524174.28,5446915.97,3,Larix,20,1301,24.7,4.85,41.4,0,2
1039,524273.34,5446958.97,3,Larix,11,1230,26.1,6.38,152.2,0,4
1040,524168.73,5446948.12,3,Larix,16,1284,22.3,5.35,36.2,0,3
1041,524182.83,5446891.13,3,Larix,38,1301,24.7,4.85,11.2,0,2
1042,524166.61,5446914.68,3,Larix,50,1301,24.7,4.85,13.7,0,2
1043,524177.93,5446927.27,3,Larix,13,1290,22.7,5.53,87.5,0,3
1044,524174.02,5447068.69,3,Larix,48,1268,26.7,0.24,34.2,0,2
1045,524359.05,5446935.1,3,Larix,18,1206,23.5,5.75,44.8,0,4
1046,524164.68,5446962.54,3,Larix,20,1284,22.3,5.35,40.3,0,3
