id,x,y,plot,species,height_cm,elevation,slope,twi,distance_m,mpb_class,fire_class
1933,523250.19,5445885.72,1,Pinus_contorta,19,1746,2.6,5.11,11.4,2,3
1934,523271.07,5445786.34,1,Pinus_contorta,19,1741,9.1,4.97,13.0,0,2
1935,523273.93,5445786.18,1,Pinus_contorta,19,1741,9.1,4.97,13.5,0,2
1936,523251.28,5445844.49,1,Pinus_contorta,19,1746,2.0,4.82,6.7,0,2
1937,523262.66,5445776.76,1,Pinus_contorta,19,1741,9.1,4.97,11.5,0,2
1938,523272.13,5445849.89,1,Pinus_contorta,19,1744,7.5,6.16,11.5,0,2
1939,523261.44,5445765.89,1,Pinus_contorta,8,1740,8.2,5.56,11.9,0,2
1940,523258.85,5445780.57,1,Pinus_contorta,8,1741,9.1,4.97,10.6,0,2
1941,523261.7,5445780.41,1,Pinus_contorta,8,1741,9.1,4.97,11.2,0,2
1942,523262.66,5445776.76,1,Pinus_contorta,8,1741,9.1,4.97,11.5,0,2
1943,523253.66,5445841.16,1,Pinus_contorta,8,1746,2.0,4.82,7.2,0,2
1944,523251.28,5445844.49,1,Pinus_contorta,8,1746,2.0,4.82,6.7,0,2
1945,523262.66,5445776.76,1,Pinus_contorta,16,1741,9.1,4.97,11.5,0,2
1946,523253.66,5445841.16,1,Pinus_contorta,10,1746,2.0,4.82,7.2,0,2
1947,523259.32,5445783.75,1,Pinus_contorta,9,1741,9.1,4.97,10.6,0,2
1948,523258.85,5445780.57,1,Pinus_contorta,12,1741,9.1,4.97,10.6,0,2
1949,523261.7,5445780.41,1,Pinus_contorta,26,1741,9.1,4.97,11.2,0,2
1950,523251.28,5445758.98,1,Pinus_contorta,11,1743,5.4,5.83,18.3,0,3
1951,523240.19,5445824.73,1,Pinus_contorta,15,1745,4.4,5.62,8.1,2,3
1952,523273.27,5445758.69,1,Pinus_contorta,11,1740,8.2,5.56,26.9,0,3
1953,523243.84,5445865.53,1,Pinus_contorta,10,1746,2.6,5.11,9.0,2,3
1954,523240.75,5445766.6,1,Pinus_contorta,18,1743,5.4,5.83,13.4,1,3
1955,523274.85,5445759.96,1,Pinus_contorta,17,1740,8.2,5.56,27.3,0,3
1956,523277.71,5445759.8,1,Pinus_contorta,21,1740,8.2,5.56,15.7,0,2
1957,523288.66,5445759.17,1,Pinus_contorta,17,1734,13.0,5.63,18.2,0,2
1958,523243.84,5445823.94,1,Pinus_contorta,26,1745,4.4,5.62,9.4,2,3
1959,523245.91,5445828.38,1,Pinus_contorta,8,1745,4.4,5.62,5.6,2,2
1960,523240.03,5445827.75,1,Pinus_contorta,15,1745,4.4,5.62,4.3,2,2
1961,523245.43,5445825.21,1,Pinus_contorta,17,1745,4.4,5.62,5.6,2,2
1962,523287.24,5445759.64,1,Pinus_contorta,6,1734,13.0,5.63,17.8,0,2
1963,523261.73,5445758.58,1,Pinus_contorta,11,1740,8.2,5.56,22.4,0,3
1964,523275.17,5445766.15,1,Pinus_contorta,10,1740,8.2,5.56,14.8,0,2
1965,523241.62,5445829.02,1,Pinus_contorta,18,1745,4.4,5.62,4.7,2,2
1966,523244.0,5445752.74,1,Pinus_contorta,14,1743,5.4,5.83,17.5,1,3
1967,523263.9,5445768.22,1,Pinus_contorta,13,1740,8.2,5.56,12.1,0,2
1968,523273.27,5445758.69,1,Pinus_contorta,15,1740,8.2,5.56,26.9,0,3
1969,523274.85,5445759.96,1,Pinus_contorta,10,1740,8.2,5.56,27.3,0,3
1970,523277.71,5445759.8,1,Pinus_contorta,9,1740,8.2,5.56,15.7,0,2
1971,523288.66,5445759.17,1,Pinus_contorta,10,1734,13.0,5.63,18.2,0,2
1972,523243.84,5445823.94,1,Pinus_contorta,8,1745,4.4,5.62,9.4,2,3
1973,523245.43,5445825.21,1,Pinus_contorta,6,1745,4.4,5.62,5.6,2,2
1974,523287.24,5445759.64,1,Pinus_contorta,11,1734,13.0,5.63,17.8,0,2
1975,523239.87,5445888.81,1,Pinus_contorta,12,1746,2.6,5.11,7.3,2,3
1976,523240.75,5445766.6,1,Pinus_contorta,10,1743,5.4,5.83,13.4,1,3
1977,523246.33,5445867.91,1,Pinus_contorta,18,1746,2.6,5.11,10.2,2,4
1978,523242.34,5445767.87,1,Pinus_contorta,32,1743,5.4,5.83,13.8,1,3
1979,523288.66,5445759.17,1,Pinus_contorta,16,1734,13.0,5.63,18.2,0,2
1980,523243.84,5445823.94,1,Pinus_contorta,22,1745,4.4,5.62,9.4,2,3
1981,523245.43,5445825.21,1,Pinus_contorta,7,1745,4.4,5.62,5.6,2,2
1982,523287.24,5445759.64,1,Pinus_contorta,6,1734,13.0,5.63,17.8,0,2
1983,523275.17,5445766.15,1,Pinus_contorta,13,1740,8.2,5.56,14.8,0,2
1984,523241.62,5445829.02,1,Pinus_contorta,16,1745,4.4,5.62,4.7,2,2
1985,523244.0,5445752.74,1,Pinus_contorta,27,1743,5.4,5.83,17.5,1,3
1986,523251.57,5445868.39,1,Pinus_contorta,13,1746,2.6,5.11,12.2,2,4
1987,523240.67,5445832.67,1,Pinus_contorta,30,1746,2.0,4.82,4.5,2,2
1988,523255.83,5445827.53,1,Pinus_contorta,21,1745,4.4,5.62,7.9,0,2
1989,523255.09,5445776.58,1,Pinus_contorta,12,1744,5.3,4.71,9.9,0,2
1990,523249.69,5445762.21,1,Pinus_contorta,13,1743,5.4,5.83,17.5,1,3
1991,523256.52,5445776.1,1,Pinus_contorta,29,1744,5.3,4.71,10.3,0,2
1992,523249.69,5445762.21,1,Pinus_contorta,17,1743,5.4,5.83,17.5,1,3
1993,523252.55,5445762.05,1,Pinus_contorta,15,1743,5.4,5.83,18.3,0,3
1994,523252.71,5445779.91,1,Pinus_contorta,16,1744,5.3,4.71,9.2,0,2
1995,523255.83,5445827.53,1,Pinus_contorta,13,1745,4.4,5.62,7.9,0,2
1996,523255.09,5445776.58,1,Pinus_contorta,9,1744,5.3,4.71,9.9,0,2
1997,523241.25,5445862.38,1,Pinus_contorta,9,1746,2.0,4.82,8.1,2,3
1998,523290.94,5445774.57,1,Pinus_contorta,18,1734,12.9,5.11,18.0,0,2
1999,523241.09,5445865.4,1,Pinus_contorta,12,1746,2.6,5.11,7.7,2,3
2000,523268.19,5445861.0,1,Pinus_contorta,11,1744,7.5,6.16,19.1,2,4
2001,523271.04,5445860.85,1,Pinus_contorta,23,1744,7.5,6.16,19.9,2,4
2002,523306.34,5445789.51,1,Pinus_contorta,15,1726,13.1,4.34,20.7,0,2
2003,523312.53,5445753.29,1,Pinus_contorta,26,1725,14.3,5.44,23.6,0,2
2004,523302.05,5445790.15,1,Pinus_contorta,15,1726,13.1,4.34,19.6,0,2
2005,523262.15,5445868.73,1,Pinus_contorta,6,1747,2.4,5.01,16.3,2,4
2006,523338.51,5445769.25,1,Pinus_contorta,11,1717,12.4,3.9,51.7,0,4
2007,523244.9,5445818.62,1,Pinus_contorta,19,1745,4.4,5.62,10.2,0,3
2008,523263.74,5445870.0,1,Pinus_contorta,15,1747,2.4,5.01,17.1,2,4
2009,523244.32,5445944.06,1,Pinus_contorta,11,1741,6.1,5.96,22.4,2,3
2010,523275.59,5445773.32,1,Pinus_contorta,6,1741,9.1,4.97,14.6,0,2
2011,523277.98,5445769.99,1,Pinus_contorta,16,1734,13.0,5.63,15.3,0,2
2012,523338.51,5445769.25,1,Pinus_contorta,7,1717,12.4,3.9,51.7,0,4
2013,523244.9,5445818.62,1,Pinus_contorta,12,1745,4.4,5.62,10.2,0,3
2014,523340.89,5445765.91,1,Pinus_contorta,19,1712,12.8,3.88,52.9,0,4
2015,523247.2,5445779.04,1,Pinus_contorta,28,1744,5.3,4.71,8.1,1,2
2016,523244.32,5445944.06,1,Pinus_contorta,14,1741,6.1,5.96,22.4,2,3
2017,523247.18,5445943.9,1,Pinus_contorta,11,1741,6.1,5.96,22.8,2,3
2018,523246.17,5445838.57,1,Pinus_contorta,13,1746,2.0,4.82,5.6,2,2
2019,523240.3,5445837.93,1,Pinus_contorta,9,1746,2.0,4.82,4.3,2,2
2020,523242.15,5445853.99,1,Pinus_contorta,17,1746,2.0,4.82,4.7,2,2
2021,523241.89,5445839.2,1,Pinus_contorta,21,1746,2.0,4.82,4.7,2,2
2022,523244.74,5445839.04,1,Pinus_contorta,10,1746,2.0,4.82,5.4,2,2
2023,523245.8,5445943.71,1,Pinus_contorta,9,1741,6.1,5.96,22.4,2,3
2024,523259.14,5445864.34,1,Pinus_contorta,13,1747,2.4,5.01,15.1,2,4
2025,523242.36,5445878.15,1,Pinus_contorta,15,1746,2.6,5.11,8.1,2,3
2026,523240.46,5445834.92,1,Pinus_contorta,15,1746,2.0,4.82,4.3,2,2
2027,523273.53,5445768.88,1,Pinus_contorta,27,1740,8.2,5.56,14.4,0,2
2028,523277.98,5445769.99,1,Pinus_contorta,19,1734,13.0,5.63,15.3,0,2
2029,523244.9,5445818.62,1,Pinus_contorta,14,1745,4.4,5.62,10.2,0,3
2030,523245.7,5445835.39,1,Pinus_contorta,16,1746,2.0,4.82,5.6,2,2
2031,523243.58,5445780.54,1,Pinus_contorta,27,1744,5.3,4.71,13.0,1,3
2032,523242.23,5445762.61,1,Pinus_contorta,10,1743,5.4,5.83,14.7,1,3
2033,523274.17,5445773.8,1,Pinus_contorta,10,1741,9.1,4.97,14.2,0,2
2034,523253.77,5445817.24,1,Pinus_contorta,10,1745,4.4,5.62,13.8,0,3
2035,523247.47,5445762.24,1,Pinus_contorta,10,1743,5.4,5.83,16.7,1,3
2036,523244.32,5445944.06,1,Pinus_contorta,10,1741,6.1,5.96,22.4,2,3
2037,523247.18,5445943.9,1,Pinus_contorta,10,1741,6.1,5.96,22.8,2,3
2038,523246.17,5445838.57,1,Pinus_contorta,10,1746,2.0,4.82,5.6,2,2
2039,523240.3,5445837.93,1,Pinus_contorta,10,1746,2.0,4.82,4.3,2,2
2040,523247.44,5445862.3,1,Pinus_contorta,5,1746,2.0,4.82,10.6,2,4
2041,523242.15,5445853.99,1,Pinus_contorta,5,1746,2.0,4.82,4.7,2,2
2042,523241.89,5445839.2,1,Pinus_contorta,5,1746,2.0,4.82,4.7,2,2
2043,523244.74,5445839.04,1,Pinus_contorta,5,1746,2.0,4.82,5.4,2,2
2044,523256.33,5445863.73,1,Pinus_contorta,5,1746,2.6,5.11,14.2,2,4
2045,523265.86,5445845.08,1,Pinus_contorta,5,1744,7.5,6.16,10.1,0,2
2046,523259.98,5445844.44,1,Pinus_contorta,5,1744,7.5,6.16,8.8,0,2
2047,523249.19,5445884.1,1,Pinus_contorta,8,1746,2.6,5.11,11.0,2,4
2048,523262.6,5445787.69,1,Pinus_contorta,10,1741,9.1,4.97,11.0,0,2
2049,523267.42,5445772.69,1,Pinus_contorta,10,1741,9.1,4.97,12.8,0,2
2050,523261.54,5445772.05,1,Pinus_contorta,10,1741,9.1,4.97,11.5,0,2
2051,523245.25,5445941.81,1,Pinus_contorta,10,1741,6.1,5.96,21.6,2,3
2052,523256.46,5445855.9,1,Pinus_contorta,10,1746,2.0,4.82,14.2,2,4
2053,523263.13,5445773.32,1,Pinus_contorta,10,1741,9.1,4.97,11.9,0,2
2054,523265.99,5445773.16,1,Pinus_contorta,15,1741,9.1,4.97,12.4,0,2
2055,523282.87,5445763.77,1,Pinus_contorta,15,1734,13.0,5.63,16.6,0,2
2056,523253.55,5445770.09,1,Pinus_contorta,15,1744,5.3,4.71,9.9,0,2
2057,523245.25,5445831.82,1,Pinus_contorta,15,1746,2.0,4.82,5.4,2,2
2058,523252.5,5445846.93,1,Pinus_contorta,15,1746,2.0,4.82,7.0,0,2
2059,523242.73,5445775.6,1,Pinus_contorta,15,1744,5.3,4.71,13.0,1,3
2060,523253.29,5445786.37,1,Pinus_contorta,15,1744,5.3,4.71,9.0,0,2
2061,523253.24,5445880.56,1,Pinus_contorta,15,1746,2.6,5.11,12.6,2,4
2062,523299.12,5445763.72,1,Pinus_contorta,5,1725,14.3,5.44,20.2,0,2
2063,523251.81,5445881.03,1,Pinus_contorta,15,1746,2.6,5.11,12.2,2,4
2064,523269.8,5445754.75,1,Pinus_contorta,15,1740,8.2,5.56,26.1,0,3
2065,523271.86,5445759.19,1,Pinus_contorta,15,1740,8.2,5.56,26.1,0,3
2066,523241.38,5445795.2,1,Pinus_contorta,15,1744,5.3,4.71,11.0,0,3
2067,523242.94,5445755.89,1,Pinus_contorta,15,1743,5.4,5.83,16.3,1,3
2068,523274.24,5445755.86,1,Pinus_contorta,15,1740,8.2,5.56,27.7,0,3
2069,523253.24,5445880.56,1,Pinus_contorta,15,1746,2.6,5.11,12.6,2,4
2070,523245.27,5445788.85,1,Pinus_contorta,15,1744,5.3,4.71,7.2,1,2
2071,523299.12,5445763.72,1,Pinus_contorta,15,1725,14.3,5.44,20.2,0,2
2072,523301.97,5445763.56,1,Pinus_contorta,15,1725,14.3,5.44,20.9,0,2
2073,523246.25,5445820.63,1,Pinus_contorta,15,1745,4.4,5.62,10.6,0,3
2074,523240.38,5445819.99,1,Pinus_contorta,15,1745,4.4,5.62,8.5,0,3
2075,523248.95,5445881.19,1,Pinus_contorta,15,1746,2.6,5.11,11.0,2,4
2076,523251.81,5445881.03,1,Pinus_contorta,22,1746,2.6,5.11,12.2,2,4
2077,523282.61,5445756.65,1,Pinus_contorta,22,1734,13.0,5.63,16.9,0,2
2078,523275.51,5445758.4,1,Pinus_contorta,22,1740,8.2,5.56,15.3,0,2
2079,523282.13,5445753.48,1,Pinus_contorta,22,1734,13.0,5.63,17.1,0,2
2080,523259.16,5445782.95,1,Pinus_contorta,22,1741,9.1,4.97,10.6,0,2
2081,523248.1,5445771.89,1,Pinus_contorta,51,1744,5.3,4.71,8.5,1,2
2082,523243.0,5445766.31,1,Pinus_contorta,51,1743,5.4,5.83,14.2,1,3
2083,523247.63,5445768.72,1,Pinus_contorta,10,1743,5.4,5.83,8.5,1,2
2084,523281.18,5445757.13,1,Pinus_contorta,10,1734,13.0,5.63,16.6,0,2
2085,523249.72,5445760.83,1,Pinus_contorta,10,1743,5.4,5.83,17.5,1,3
2086,523251.33,5445871.72,1,Pinus_contorta,10,1746,2.6,5.11,11.8,2,4
2087,523284.62,5445761.87,1,Pinus_contorta,10,1734,13.0,5.63,17.1,0,2
2088,523245.25,5445941.81,1,Pinus_contorta,10,1741,6.1,5.96,21.6,2,3
2089,523251.17,5445874.74,1,Pinus_contorta,5,1746,2.6,5.11,11.8,2,4
2090,523240.96,5445942.44,1,Pinus_contorta,5,1741,6.1,5.96,21.2,2,3
2091,523243.82,5445942.28,1,Pinus_contorta,5,1741,6.1,5.96,21.6,2,3
2092,523253.24,5445797.21,1,Pinus_contorta,5,1744,5.3,4.71,15.5,0,3
2093,523275.67,5445755.38,1,Pinus_contorta,5,1740,8.2,5.56,15.5,0,2
2094,523269.8,5445754.75,1,Pinus_contorta,5,1740,8.2,5.56,26.1,0,3
2095,523242.94,5445755.89,1,Pinus_contorta,5,1743,5.4,5.83,16.3,1,3
2096,523248.95,5445881.19,1,Pinus_contorta,8,1746,2.6,5.11,11.0,2,4
2097,523259.16,5445782.95,1,Pinus_contorta,10,1741,9.1,4.97,10.6,0,2
2098,523271.86,5445759.19,1,Pinus_contorta,10,1740,8.2,5.56,26.1,0,3
2099,523241.38,5445795.2,1,Pinus_contorta,10,1744,5.3,4.71,11.0,0,3
2100,523239.35,5445767.1,1,Pinus_contorta,10,1743,5.4,5.83,12.6,1,3
2101,523245.75,5445790.78,1,Pinus_contorta,10,1744,5.3,4.71,7.2,1,2
2102,523267.58,5445759.83,1,Pinus_contorta,10,1740,8.2,5.56,24.4,0,3
2103,523270.43,5445759.67,1,Pinus_contorta,15,1740,8.2,5.56,25.6,0,3
2104,523246.25,5445820.63,1,Pinus_contorta,15,1745,4.4,5.62,10.6,0,3
2105,523240.38,5445819.99,1,Pinus_contorta,15,1745,4.4,5.62,8.5,0,3
2106,523248.95,5445881.19,1,Pinus_contorta,15,1746,2.6,5.11,11.0,2,4
2107,523251.81,5445881.03,1,Pinus_contorta,15,1746,2.6,5.11,12.2,2,4
2108,523282.61,5445756.65,1,Pinus_contorta,15,1734,13.0,5.63,16.9,0,2
2109,523275.51,5445758.4,1,Pinus_contorta,15,1740,8.2,5.56,15.3,0,2
2110,523282.13,5445753.48,1,Pinus_contorta,15,1734,13.0,5.63,17.1,0,2
2111,523248.1,5445771.89,1,Pinus_contorta,5,1744,5.3,4.71,8.5,1,2
2112,523247.63,5445768.72,1,Pinus_contorta,15,1743,5.4,5.83,8.5,1,2
2113,523281.18,5445757.13,1,Pinus_contorta,15,1734,13.0,5.63,16.6,0,2
2114,523248.53,5445871.11,1,Pinus_contorta,15,1746,2.6,5.11,11.0,2,4
2115,523273.77,5445766.65,1,Pinus_contorta,15,1740,8.2,5.56,14.4,0,2
2116,523239.19,5445770.12,1,Pinus_contorta,15,1744,5.3,4.71,12.2,1,3
2117,523244.58,5445767.58,1,Pinus_contorta,15,1743,5.4,5.83,14.7,1,3
2118,523276.15,5445763.32,1,Pinus_contorta,15,1740,8.2,5.56,15.1,0,2
2119,523292.61,5445758.16,1,Pinus_contorta,15,1734,13.0,5.63,19.1,0,2
2120,523006.01,5447283.95,2,Pinus_contorta,20,1692,11.2,5.87,6.3,0,1
2121,522993.59,5447284.74,2,Pinus_contorta,10,1692,11.2,5.87,3.6,0,1
2122,523002.42,5447284.03,2,Pinus_contorta,10,1692,11.2,5.87,5.6,0,1
2123,522996.55,5447274.49,2,Pinus_contorta,10,1690,8.4,2.49,5.2,0,1
2124,522992.84,5447279.06,2,Pinus_contorta,10,1690,8.4,2.49,4.0,0,1
2125,522996.28,5447263.32,2,Pinus_contorta,10,1690,8.4,2.49,6.1,0,1
2126,522994.83,5447270.99,2,Pinus_contorta,10,1690,8.4,2.49,4.9,0,1
2127,522997.08,5447265.96,2,Pinus_contorta,10,1690,8.4,2.49,5.8,0,1
2128,523004.59,5447251.49,2,Pinus_contorta,15,1690,8.4,2.49,8.8,0,1
2129,523004.59,5447251.29,2,Pinus_contorta,15,1691,5.6,5.87,8.8,0,1
2130,523007.19,5447281.8,2,Pinus_contorta,15,1690,8.4,2.49,6.7,0,1
2131,522995.08,5447243.39,2,Pinus_contorta,15,1691,5.6,5.87,7.4,0,1
2132,523003.32,5447241.4,2,Pinus_contorta,15,1691,5.6,5.87,9.2,0,1
2133,522996.28,5447278.13,2,Pinus_contorta,15,1690,8.4,2.49,4.7,0,1
2134,522999.19,5447274.3,2,Pinus_contorta,15,1690,8.4,2.49,5.6,0,1
2135,522997.08,5447280.78,2,Pinus_contorta,15,1690,8.4,2.49,4.7,0,1
2136,523005.81,5447275.02,2,Pinus_contorta,15,1690,8.4,2.49,7.0,0,1
2137,523002.1,5447279.59,2,Pinus_contorta,15,1690,8.4,2.49,5.8,0,1
2138,523007.29,5447266.67,2,Pinus_contorta,15,1690,8.4,2.49,8.1,0,1
2139,523006.66,5447253.99,2,Pinus_contorta,15,1690,8.4,2.49,9.0,0,1
2140,523006.6,5447257.5,2,Pinus_contorta,15,1690,8.4,2.49,8.5,0,1
2141,522997.08,5447257.5,2,Pinus_contorta,15,1690,8.4,2.49,6.5,0,1
2142,522994.96,5447249.09,2,Pinus_contorta,15,1691,5.6,5.87,6.7,0,1
2143,523002.04,5447264.64,2,Pinus_contorta,15,1690,8.4,2.49,7.2,0,1
2144,523006.34,5447247.11,2,Pinus_contorta,15,1691,5.6,5.87,9.4,0,1
2145,522995.62,5447265.17,2,Pinus_contorta,15,1690,8.4,2.49,5.6,0,1
2146,522997.87,5447260.14,2,Pinus_contorta,20,1690,8.4,2.49,6.5,0,1
2147,522996.75,5447239.04,2,Pinus_contorta,20,1691,5.6,5.87,8.1,0,1
2148,523053.3,5447271.64,2,Pinus_contorta,20,1681,6.5,6.01,31.3,2,3
2149,523066.25,5447268.94,2,Pinus_contorta,20,1681,6.5,6.01,36.6,0,3
2150,523063.77,5447275.61,2,Pinus_contorta,20,1681,6.5,6.01,35.0,2,3
2151,523057.75,5447274.72,2,Pinus_contorta,20,1681,6.5,6.01,32.6,2,3
2152,523069.82,5447273.37,2,Pinus_contorta,22,1677,8.4,5.58,37.5,2,3
2153,523047.6,5447274.43,2,Pinus_contorta,22,1683,6.3,2.11,28.9,2,3
2154,523047.93,5447269.53,2,Pinus_contorta,22,1683,6.3,2.11,29.7,0,3
2155,523047.93,5447269.34,2,Pinus_contorta,22,1683,6.3,2.11,29.7,0,3
2156,523053.82,5447269.29,2,Pinus_contorta,22,1681,6.5,6.01,31.8,0,3
2157,523063.91,5447275.39,2,Pinus_contorta,51,1681,6.5,6.01,35.0,2,3
2158,523068.94,5447269.51,2,Pinus_contorta,51,1681,6.5,6.01,37.5,0,3
2159,523031.39,5447262.59,2,Pinus_contorta,51,1683,6.3,2.11,13.5,0,1
2160,523044.35,5447259.89,2,Pinus_contorta,51,1683,6.3,2.11,29.7,0,3
2161,523041.86,5447266.56,2,Pinus_contorta,51,1683,6.3,2.11,27.7,0,3
2162,523035.84,5447265.67,2,Pinus_contorta,19,1683,6.3,2.11,25.6,0,3
2163,523038.39,5447262.73,2,Pinus_contorta,21,1683,6.3,2.11,26.9,0,3
2164,523047.92,5447264.32,2,Pinus_contorta,21,1683,6.3,2.11,30.1,0,3
2165,523025.69,5447265.38,2,Pinus_contorta,21,1686,6.8,2.23,11.9,0,1
2166,523026.02,5447260.49,2,Pinus_contorta,21,1686,6.8,2.23,12.4,0,1
2167,523026.02,5447260.29,2,Pinus_contorta,21,1686,6.8,2.23,12.4,0,1
2168,523031.91,5447260.24,2,Pinus_contorta,21,1683,6.3,2.11,13.7,0,1
2169,523046.55,5447262.51,2,Pinus_contorta,21,1683,6.3,2.11,30.1,0,3
2170,523042.0,5447266.35,2,Pinus_contorta,21,1683,6.3,2.11,27.7,0,3
2171,523047.03,5447260.46,2,Pinus_contorta,21,1683,6.3,2.11,30.5,0,3
2172,523013.77,5447254.65,2,Pinus_contorta,21,1686,6.8,2.23,10.3,0,1
2173,523026.72,5447251.95,2,Pinus_contorta,21,1686,6.8,2.23,13.3,0,1
2174,523024.24,5447258.62,2,Pinus_contorta,21,1686,6.8,2.23,12.1,0,1
2175,523018.22,5447257.73,2,Pinus_contorta,25,1686,6.8,2.23,11.0,0,1
2176,523020.77,5447254.8,2,Pinus_contorta,25,1686,6.8,2.23,11.9,0,1
2177,523030.3,5447256.38,2,Pinus_contorta,25,1683,6.3,2.11,13.7,0,1
2178,523008.4,5447252.55,2,Pinus_contorta,10,1690,8.4,2.49,9.4,0,1
2179,523008.4,5447252.35,2,Pinus_contorta,10,1690,8.4,2.49,9.4,0,1
2180,523014.29,5447252.31,2,Pinus_contorta,10,1686,6.8,2.23,10.6,0,1
2181,523028.93,5447254.57,2,Pinus_contorta,10,1683,6.3,2.11,13.5,0,1
2182,523010.11,5447264.33,2,Pinus_contorta,16,1686,6.8,2.23,8.8,0,1
2183,523004.09,5447263.45,2,Pinus_contorta,16,1690,8.4,2.49,7.6,0,1
2184,523006.64,5447260.51,2,Pinus_contorta,16,1690,8.4,2.49,8.3,0,1
2185,523016.17,5447262.1,2,Pinus_contorta,16,1686,6.8,2.23,10.3,0,1
2186,522993.94,5447263.16,2,Pinus_contorta,10,1690,8.4,2.49,5.4,0,1
2187,522994.27,5447258.26,2,Pinus_contorta,10,1690,8.4,2.49,6.1,0,1
2188,522994.27,5447258.06,2,Pinus_contorta,25,1690,8.4,2.49,6.1,0,1
2189,523000.16,5447258.02,2,Pinus_contorta,25,1690,8.4,2.49,7.2,0,1
2190,523014.8,5447260.29,2,Pinus_contorta,15,1686,6.8,2.23,10.1,0,1
2191,523015.28,5447258.24,2,Pinus_contorta,10,1686,6.8,2.23,10.3,0,1
2192,523032.12,5447277.51,2,Pinus_contorta,20,1683,6.3,2.11,12.4,0,1
2193,523029.63,5447284.18,2,Pinus_contorta,20,1683,6.7,4.66,11.2,0,1
2194,523023.62,5447283.29,2,Pinus_contorta,20,1687,8.2,5.15,10.1,0,1
2195,523026.17,5447280.36,2,Pinus_contorta,20,1686,6.8,2.23,10.8,0,1
2196,523035.69,5447281.94,2,Pinus_contorta,20,1683,6.3,2.11,23.2,0,3
2197,523013.47,5447283.0,2,Pinus_contorta,20,1687,8.2,5.15,8.1,0,1
2198,523013.8,5447278.11,2,Pinus_contorta,20,1686,6.8,2.23,8.5,0,1
2199,523013.8,5447277.91,2,Pinus_contorta,20,1686,6.8,2.23,8.5,0,1
2200,523034.33,5447280.13,2,Pinus_contorta,13,1683,6.3,2.11,12.6,0,1
2201,523029.78,5447283.97,2,Pinus_contorta,13,1683,6.7,4.66,11.5,0,1
2202,523034.81,5447278.08,2,Pinus_contorta,13,1683,6.3,2.11,12.8,0,1
2203,522995.07,5447273.42,2,Pinus_contorta,13,1690,8.4,2.49,4.9,0,1
2204,522995.86,5447276.07,2,Pinus_contorta,13,1690,8.4,2.49,4.9,0,1
2205,522995.86,5447267.6,2,Pinus_contorta,13,1690,8.4,2.49,5.6,0,1
2206,522994.41,5447275.28,2,Pinus_contorta,13,1690,8.4,2.49,4.7,0,1
2207,522998.77,5447263.77,2,Pinus_contorta,25,1690,8.4,2.49,6.5,0,1
2208,522996.65,5447270.25,2,Pinus_contorta,25,1690,8.4,2.49,5.4,0,1
2209,522993.74,5447252.39,2,Pinus_contorta,25,1690,8.4,2.49,6.3,0,1
2210,522996.39,5447235.92,2,Pinus_contorta,25,1691,5.6,5.87,8.3,0,1
2211,522992.69,5447240.48,2,Pinus_contorta,25,1691,5.6,5.87,7.0,0,1
2212,522994.8,5447252.92,2,Pinus_contorta,25,1690,8.4,2.49,6.5,0,1
2213,522996.13,5447224.74,2,Pinus_contorta,25,1691,5.6,5.87,9.2,0,1
2214,522994.67,5447232.41,2,Pinus_contorta,25,1691,5.6,5.87,8.1,0,1
2215,523001.05,5447283.79,2,Pinus_contorta,10,1692,11.2,5.87,5.4,0,1
2216,523006.18,5447279.38,2,Pinus_contorta,10,1690,8.4,2.49,6.7,0,1
2217,523001.31,5447269.24,2,Pinus_contorta,10,1690,8.4,2.49,6.5,0,1
2218,522995.86,5447279.64,2,Pinus_contorta,10,1690,8.4,2.49,4.5,0,1
2219,523004.06,5447266.94,2,Pinus_contorta,33,1690,8.4,2.49,7.4,0,1
2220,522993.74,5447267.21,2,Pinus_contorta,20,1690,8.4,2.49,5.2,0,1
2221,523031.14,5447277.11,2,Pinus_contorta,20,1683,6.3,2.11,12.1,0,1
2222,523024.0,5447273.54,2,Pinus_contorta,20,1686,6.8,2.23,11.0,0,1
2223,523040.84,5447282.55,2,Pinus_contorta,20,1683,6.7,4.66,25.2,0,3
2224,523042.59,5447276.71,2,Pinus_contorta,20,1683,6.3,2.11,26.5,0,3
2225,523042.32,5447274.2,2,Pinus_contorta,15,1683,6.3,2.11,26.9,0,3
2226,523016.39,5447283.79,2,Pinus_contorta,15,1687,8.2,5.15,8.5,0,1
2227,523018.35,5447278.32,2,Pinus_contorta,15,1686,6.8,2.23,9.4,0,1
2228,523012.95,5447277.71,2,Pinus_contorta,15,1686,6.8,2.23,8.3,0,1
2229,523006.34,5447278.5,2,Pinus_contorta,15,1690,8.4,2.49,7.0,0,1
2230,523006.08,5447275.99,2,Pinus_contorta,15,1690,8.4,2.49,7.0,0,1
2231,523035.18,5447275.59,2,Pinus_contorta,13,1683,6.3,2.11,24.0,0,3
2232,523034.91,5447273.08,2,Pinus_contorta,13,1683,6.3,2.11,13.3,0,1
2233,523065.98,5447130.68,2,Pinus_contorta,13,1676,6.5,4.92,38.3,0,3
2234,523058.83,5447127.11,2,Pinus_contorta,42,1676,3.3,5.33,19.6,0,1
2235,523060.79,5447121.63,2,Pinus_contorta,42,1676,3.3,5.33,18.9,0,1
