"treeID","stemID","dbh","genus","species","family"
12669,12669,37,"Liriodendron","tulipifera","Magnoliaceae"
12670,12670,1.6,"Lindera","benzoin","Lauraceae"
12670,33806,1.2,"Lindera","benzoin","Lauraceae"
12671,12671,1.1,"Lindera","benzoin","Lauraceae"
12672,12672,1.3,"Lindera","benzoin","Lauraceae"
12672,33807,1,"Lindera","benzoin","Lauraceae"
12673,12673,1.1,"Asimina","triloba","Annonaceae"
12674,12674,1.6,"Lindera","benzoin","Lauraceae"
12675,12675,1,"Lindera","benzoin","Lauraceae"
12676,12676,2.6,"Asimina","triloba","Annonaceae"
12677,12677,1.8,"Asimina","triloba","Annonaceae"
12678,12678,1.3,"Asimina","triloba","Annonaceae"
12679,12679,2.4,"Asimina","triloba","Annonaceae"
12680,12680,2,"Cercis","canadensis","Fabaceae"
12681,12681,1.5,"Asimina","triloba","Annonaceae"
12681,33808,1.2,"Asimina","triloba","Annonaceae"
12682,12682,3.3,"Carya","glabra","Juglandaceae"
12683,12683,6.6,"Carpinus","caroliniana","Betulaceae"
12683,33809,3.8,"Carpinus","caroliniana","Betulaceae"
12684,12684,3.6,"Carya","tomentosa","Juglandaceae"
12685,12685,18,"Liriodendron","tulipifera","Magnoliaceae"
12686,12686,6.3,"Carya","tomentosa","Juglandaceae"
12687,12687,4.2,"Carya","tomentosa","Juglandaceae"
12688,12688,2.9,"Carpinus","caroliniana","Betulaceae"
12689,12689,68,"Liriodendron","tulipifera","Magnoliaceae"
12689,33810,29.1,"Liriodendron","tulipifera","Magnoliaceae"
12690,12690,8.8,"Fagus","grandifolia","Fagaceae"
12691,12691,9.7,"Fagus","grandifolia","Fagaceae"
12692,12692,18.2,"Liriodendron","tulipifera","Magnoliaceae"
12693,12693,9.9,"Carya","tomentosa","Juglandaceae"
12694,12694,3.1,"Carya","glabra","Juglandaceae"
12695,12695,35.2,"Quercus","prinus","Fagaceae"
12696,12696,4.9,"Carya","tomentosa","Juglandaceae"
12697,12697,45.2,"Liriodendron","tulipifera","Magnoliaceae"
12698,12698,5.4,"Carpinus","caroliniana","Betulaceae"
12698,33811,1,"Carpinus","caroliniana","Betulaceae"
12698,37547,1,"Carpinus","caroliniana","Betulaceae"
12699,12699,9.1,"Carpinus","caroliniana","Betulaceae"
12700,12700,45.5,"Liriodendron","tulipifera","Magnoliaceae"
12701,12701,5.2,"Acer","rubrum","Sapindaceae"
12702,12702,79.9,"Liriodendron","tulipifera","Magnoliaceae"
12703,12703,1.1,"Carpinus","caroliniana","Betulaceae"
12704,12704,1.8,"Carpinus","caroliniana","Betulaceae"
12705,12705,3.3,"Carya","glabra","Juglandaceae"
12706,12706,7.3,"Carpinus","caroliniana","Betulaceae"
12707,12707,22.9,"Liriodendron","tulipifera","Magnoliaceae"
12708,12708,3.1,"Carya","tomentosa","Juglandaceae"
12710,12710,2.8,"Carya","tomentosa","Juglandaceae"
12711,12711,2.3,"Carya","tomentosa","Juglandaceae"
12712,12712,10.7,"Carya","cordiformis","Juglandaceae"
12713,12713,1.6,"Carpinus","caroliniana","Betulaceae"
12714,12714,64.7,"Liriodendron","tulipifera","Magnoliaceae"
12715,12715,27.7,"Quercus","prinus","Fagaceae"
12716,12716,10.7,"Carya","glabra","Juglandaceae"
12717,12717,1.5,"Lindera","benzoin","Lauraceae"
12717,33812,1.3,"Lindera","benzoin","Lauraceae"
12718,12718,48.9,"Liriodendron","tulipifera","Magnoliaceae"
12718,33813,23.7,"Liriodendron","tulipifera","Magnoliaceae"
12719,12719,10.2,"Carya","tomentosa","Juglandaceae"
12720,12720,15.5,"Fagus","grandifolia","Fagaceae"
12721,12721,7.7,"Cornus","florida","Cornaceae"
12722,12722,36.4,"Quercus","prinus","Fagaceae"
12723,12723,11.3,"Carya","ovalis","Juglandaceae"
12724,12724,6.3,"Nyssa","sylvatica","Nyssaceae"
12725,12725,16.7,"Carya","tomentosa","Juglandaceae"
12726,12726,34.3,"Carya","ovalis","Juglandaceae"
12727,12727,2.5,"Cornus","florida","Cornaceae"
12728,12728,4.9,"Carpinus","caroliniana","Betulaceae"
12728,33814,3.3,"Carpinus","caroliniana","Betulaceae"
12728,37548,1.2,"Carpinus","caroliniana","Betulaceae"
12728,38829,1.2,"Carpinus","caroliniana","Betulaceae"
12729,12729,19.1,"Carya","tomentosa","Juglandaceae"
12730,12730,9.5,"Liriodendron","tulipifera","Magnoliaceae"
12731,12731,6.7,"Nyssa","sylvatica","Nyssaceae"
12732,12732,1.9,"Nyssa","sylvatica","Nyssaceae"
12733,12733,2.2,"Fraxinus","americana","Oleaceae"
12734,12734,1.9,"Carpinus","caroliniana","Betulaceae"
12734,33815,1.4,"Carpinus","caroliniana","Betulaceae"
12735,12735,17.4,"Carya","glabra","Juglandaceae"
12736,12736,20.9,"Carya","tomentosa","Juglandaceae"
12737,12737,17.3,"Liriodendron","tulipifera","Magnoliaceae"
12738,12738,9.4,"Carya","tomentosa","Juglandaceae"
12739,12739,5.1,"Carpinus","caroliniana","Betulaceae"
12740,12740,11.2,"Quercus","prinus","Fagaceae"
12741,12741,5.1,"Cornus","florida","Cornaceae"
12742,12742,37.7,"Quercus","velutina","Fagaceae"
12743,12743,7.3,"Carya","tomentosa","Juglandaceae"
12744,12744,13.2,"Carya","glabra","Juglandaceae"
12745,12745,5.6,"Fagus","grandifolia","Fagaceae"
12746,12746,8,"Liriodendron","tulipifera","Magnoliaceae"
12747,12747,3.4,"Carya","tomentosa","Juglandaceae"
12748,12748,46.5,"Quercus","velutina","Fagaceae"
12749,12749,3.5,"Carpinus","caroliniana","Betulaceae"
12750,12750,2.2,"Nyssa","sylvatica","Nyssaceae"
12751,12751,14.1,"Carya","tomentosa","Juglandaceae"
12752,12752,8.6,"Fagus","grandifolia","Fagaceae"
12753,12753,19.5,"Carya","tomentosa","Juglandaceae"
12754,12754,2.2,"Carya","tomentosa","Juglandaceae"
12755,12755,18,"Quercus","rubra","Fagaceae"
12756,12756,15.3,"Amelanchier","arborea","Rosaceae"
12757,12757,7.3,"Nyssa","sylvatica","Nyssaceae"
12758,12758,3.3,"Carya","tomentosa","Juglandaceae"
12759,12759,2.5,"Carya","glabra","Juglandaceae"
12760,12760,8.8,"Carya","tomentosa","Juglandaceae"
12761,12761,3.3,"Carya","tomentosa","Juglandaceae"
12762,12762,18.2,"Liriodendron","tulipifera","Magnoliaceae"
12763,12763,2.8,"Carya","glabra","Juglandaceae"
12764,12764,4.5,"Cornus","florida","Cornaceae"
12765,12765,5.1,"Carpinus","caroliniana","Betulaceae"
12766,12766,10.4,"Carya","tomentosa","Juglandaceae"
12767,12767,17.3,"Liriodendron","tulipifera","Magnoliaceae"
12768,12768,3.7,"Carya","tomentosa","Juglandaceae"
12769,12769,11.6,"Fagus","grandifolia","Fagaceae"
12770,12770,43,"Liriodendron","tulipifera","Magnoliaceae"
12771,12771,53.2,"Quercus","prinus","Fagaceae"
12772,12772,4.2,"Carya","glabra","Juglandaceae"
12773,12773,1.2,"Carya","glabra","Juglandaceae"
12773,33816,1.1,"Carya","glabra","Juglandaceae"
12774,12774,16.1,"Carya","tomentosa","Juglandaceae"
12775,12775,4.7,"Carya","tomentosa","Juglandaceae"
12776,12776,4.7,"Carya","tomentosa","Juglandaceae"
12777,12777,8.4,"Amelanchier","arborea","Rosaceae"
12777,33817,1.6,"Amelanchier","arborea","Rosaceae"
12777,37549,1.2,"Amelanchier","arborea","Rosaceae"
12778,12778,22.4,"Carya","glabra","Juglandaceae"
12779,12779,7.7,"Carya","glabra","Juglandaceae"
12780,12780,4.1,"Cornus","florida","Cornaceae"
12781,12781,43.4,"Quercus","prinus","Fagaceae"
12782,12782,25.3,"Nyssa","sylvatica","Nyssaceae"
12783,12783,15.9,"Liriodendron","tulipifera","Magnoliaceae"
12784,12784,9.5,"Liriodendron","tulipifera","Magnoliaceae"
12785,12785,3.6,"Hamamelis","virginiana","Hamamelidaceae"
12786,12786,13.8,"Liriodendron","tulipifera","Magnoliaceae"
12787,12787,3.7,"Hamamelis","virginiana","Hamamelidaceae"
12788,12788,5.9,"Hamamelis","virginiana","Hamamelidaceae"
12788,37550,1.4,"Hamamelis","virginiana","Hamamelidaceae"
12789,12789,42,"Liriodendron","tulipifera","Magnoliaceae"
12789,33819,24.2,"Liriodendron","tulipifera","Magnoliaceae"
12790,12790,6.1,"Carya","sp","Juglandaceae"
12791,12791,4.4,"Hamamelis","virginiana","Hamamelidaceae"
12792,12792,5.1,"Hamamelis","virginiana","Hamamelidaceae"
12792,33821,2,"Hamamelis","virginiana","Hamamelidaceae"
12792,37551,1.7,"Hamamelis","virginiana","Hamamelidaceae"
12792,38830,1.3,"Hamamelis","virginiana","Hamamelidaceae"
12793,12793,35.3,"Nyssa","sylvatica","Nyssaceae"
12795,12795,42.5,"Liriodendron","tulipifera","Magnoliaceae"
12796,12796,5.9,"Hamamelis","virginiana","Hamamelidaceae"
12796,33822,2.2,"Hamamelis","virginiana","Hamamelidaceae"
12797,12797,10.2,"Nyssa","sylvatica","Nyssaceae"
12798,12798,16.1,"Nyssa","sylvatica","Nyssaceae"
12799,33823,1,"Hamamelis","virginiana","Hamamelidaceae"
12800,12800,26.6,"Nyssa","sylvatica","Nyssaceae"
12801,12801,8.8,"Nyssa","sylvatica","Nyssaceae"
12802,12802,35,"Liriodendron","tulipifera","Magnoliaceae"
12803,12803,19.5,"Acer","rubrum","Sapindaceae"
12804,12804,5.2,"Carpinus","caroliniana","Betulaceae"
12805,12805,31.2,"Fraxinus","nigra","Oleaceae"
12806,12806,4.2,"Lindera","benzoin","Lauraceae"
12806,33824,1.3,"Lindera","benzoin","Lauraceae"
12806,37552,1.2,"Lindera","benzoin","Lauraceae"
12807,12807,9.4,"Carpinus","caroliniana","Betulaceae"
12808,12808,4.4,"Carpinus","caroliniana","Betulaceae"
12809,12809,1.8,"Nyssa","sylvatica","Nyssaceae"
12810,12810,28.4,"Nyssa","sylvatica","Nyssaceae"
12811,12811,60.1,"Quercus","alba","Fagaceae"
12812,12812,1.8,"Asimina","triloba","Annonaceae"
12813,12813,1.5,"Asimina","triloba","Annonaceae"
12814,12814,20.8,"Nyssa","sylvatica","Nyssaceae"
12815,12815,2.9,"Asimina","triloba","Annonaceae"
12816,12816,6.8,"Cercis","canadensis","Fabaceae"
12817,12817,2,"Asimina","triloba","Annonaceae"
12818,12818,1,"Asimina","triloba","Annonaceae"
12819,12819,7.7,"Carya","tomentosa","Juglandaceae"
12820,12820,4.2,"Carya","glabra","Juglandaceae"
12821,12821,13.1,"Carya","tomentosa","Juglandaceae"
12822,12822,7,"Carya","tomentosa","Juglandaceae"
12823,12823,9.9,"Carya","tomentosa","Juglandaceae"
12824,12824,36.6,"Carya","glabra","Juglandaceae"
12825,12825,27.5,"Liriodendron","tulipifera","Magnoliaceae"
12826,12826,4.1,"Amelanchier","arborea","Rosaceae"
12826,33825,1.4,"Amelanchier","arborea","Rosaceae"
12827,12827,10.8,"Carya","tomentosa","Juglandaceae"
12828,12828,53.9,"Quercus","velutina","Fagaceae"
12829,12829,19,"Carya","glabra","Juglandaceae"
12830,12830,69.4,"Quercus","alba","Fagaceae"
12831,12831,2.2,"Carya","tomentosa","Juglandaceae"
12832,12832,3.1,"Cornus","florida","Cornaceae"
12833,12833,75.1,"Quercus","velutina","Fagaceae"
12834,12834,3.6,"Cornus","florida","Cornaceae"
12835,12835,11.5,"Acer","rubrum","Sapindaceae"
12836,12836,7.9,"Fagus","grandifolia","Fagaceae"
12837,12837,12.7,"Carya","tomentosa","Juglandaceae"
12838,12838,11.3,"Fagus","grandifolia","Fagaceae"
12839,12839,12,"Fagus","grandifolia","Fagaceae"
12840,12840,18.7,"Fagus","grandifolia","Fagaceae"
12841,12841,63.8,"Quercus","prinus","Fagaceae"
12842,12842,6.9,"Nyssa","sylvatica","Nyssaceae"
12843,12843,3.8,"Carya","glabra","Juglandaceae"
12844,12844,6.3,"Cornus","florida","Cornaceae"
12845,12845,47,"Quercus","rubra","Fagaceae"
12846,12846,4.4,"Cornus","florida","Cornaceae"
12847,12847,4.7,"Carpinus","caroliniana","Betulaceae"
12847,33826,4.1,"Carpinus","caroliniana","Betulaceae"
12847,37553,1.6,"Carpinus","caroliniana","Betulaceae"
12848,12848,4.4,"Cornus","florida","Cornaceae"
12850,12850,4,"Nyssa","sylvatica","Nyssaceae"
12851,12851,7.4,"Fagus","grandifolia","Fagaceae"
12852,12852,15.3,"Carya","glabra","Juglandaceae"
12853,12853,35,"Quercus","velutina","Fagaceae"
12854,12854,6.6,"Hamamelis","virginiana","Hamamelidaceae"
12854,33827,2.7,"Hamamelis","virginiana","Hamamelidaceae"
12854,37554,1.2,"Hamamelis","virginiana","Hamamelidaceae"
12855,12855,5.3,"Nyssa","sylvatica","Nyssaceae"
12856,12856,10.3,"Carya","glabra","Juglandaceae"
12857,12857,50.5,"Carya","tomentosa","Juglandaceae"
12858,12858,3.2,"Nyssa","sylvatica","Nyssaceae"
12859,37555,1.4,"Hamamelis","virginiana","Hamamelidaceae"
12860,12860,11.8,"Nyssa","sylvatica","Nyssaceae"
12861,12861,80.8,"Quercus","velutina","Fagaceae"
12862,12862,5.2,"Hamamelis","virginiana","Hamamelidaceae"
12862,33829,4,"Hamamelis","virginiana","Hamamelidaceae"
12862,37556,1,"Hamamelis","virginiana","Hamamelidaceae"
12862,38831,2.3,"Hamamelis","virginiana","Hamamelidaceae"
12863,12863,18.2,"Liriodendron","tulipifera","Magnoliaceae"
12864,12864,2.6,"Hamamelis","virginiana","Hamamelidaceae"
12865,12865,16.1,"Liriodendron","tulipifera","Magnoliaceae"
12866,12866,5.7,"Nyssa","sylvatica","Nyssaceae"
12867,12867,59.7,"Nyssa","sylvatica","Nyssaceae"
12868,12868,15.6,"Carya","sp","Juglandaceae"
12869,12869,24.4,"Nyssa","sylvatica","Nyssaceae"
12870,12870,56,"Nyssa","sylvatica","Nyssaceae"
12871,12871,4.2,"Carya","cordiformis","Juglandaceae"
12872,12872,7.4,"Unidentified","unk","Unknown"
12873,12873,1.1,"Asimina","triloba","Annonaceae"
12874,12874,3.8,"Lindera","benzoin","Lauraceae"
12875,12875,9.3,"Cercis","canadensis","Fabaceae"
12876,12876,43.7,"Fraxinus","americana","Oleaceae"
12877,12877,16.7,"Unidentified","unk","Unknown"
12878,12878,1.8,"Asimina","triloba","Annonaceae"
12879,12879,5.6,"Hamamelis","virginiana","Hamamelidaceae"
12879,33830,1.3,"Hamamelis","virginiana","Hamamelidaceae"
12880,12880,72.8,"Quercus","alba","Fagaceae"
12881,12881,1.6,"Asimina","triloba","Annonaceae"
12882,12882,4.8,"Asimina","triloba","Annonaceae"
12883,12883,4.1,"Asimina","triloba","Annonaceae"
12884,12884,1.4,"Asimina","triloba","Annonaceae"
12885,12885,2.4,"Asimina","triloba","Annonaceae"
12886,12886,3.1,"Asimina","triloba","Annonaceae"
12887,12887,2.2,"Asimina","triloba","Annonaceae"
12888,12888,1.9,"Asimina","triloba","Annonaceae"
12889,12889,5.5,"Asimina","triloba","Annonaceae"
12890,12890,1.2,"Asimina","triloba","Annonaceae"
12891,12891,5.9,"Asimina","triloba","Annonaceae"
12892,12892,5.5,"Asimina","triloba","Annonaceae"
12893,12893,2.4,"Asimina","triloba","Annonaceae"
12894,12894,3.1,"Asimina","triloba","Annonaceae"
12895,12895,7.2,"Carya","cordiformis","Juglandaceae"
12896,12896,21.3,"Carya","cordiformis","Juglandaceae"
12897,12897,1,"Asimina","triloba","Annonaceae"
12898,12898,2.7,"Asimina","triloba","Annonaceae"
12898,33831,1.4,"Asimina","triloba","Annonaceae"
12899,12899,2,"Asimina","triloba","Annonaceae"
12899,33832,1.4,"Asimina","triloba","Annonaceae"
12899,37557,1.3,"Asimina","triloba","Annonaceae"
12899,38832,1.1,"Asimina","triloba","Annonaceae"
12900,12900,2.1,"Asimina","triloba","Annonaceae"
12901,12901,2.4,"Asimina","triloba","Annonaceae"
12902,12902,1.5,"Asimina","triloba","Annonaceae"
12903,12903,1.6,"Asimina","triloba","Annonaceae"
12904,12904,12.8,"Nyssa","sylvatica","Nyssaceae"
12905,12905,55,"Fraxinus","americana","Oleaceae"
12906,12906,15.9,"Unidentified","unk","Unknown"
12907,12907,9.5,"Cercis","canadensis","Fabaceae"
12908,12908,3.2,"Asimina","triloba","Annonaceae"
12908,33833,2.7,"Asimina","triloba","Annonaceae"
12909,12909,4.8,"Asimina","triloba","Annonaceae"
12910,12910,5,"Asimina","triloba","Annonaceae"
12911,12911,1.9,"Asimina","triloba","Annonaceae"
12912,12912,3.2,"Asimina","triloba","Annonaceae"
12913,12913,4.3,"Asimina","triloba","Annonaceae"
12914,12914,1.3,"Asimina","triloba","Annonaceae"
12915,12915,5.5,"Carpinus","caroliniana","Betulaceae"
12916,12916,19.6,"Nyssa","sylvatica","Nyssaceae"
12917,12917,45,"Juglans","nigra","Juglandaceae"
12918,12918,15.9,"Carpinus","caroliniana","Betulaceae"
12919,12919,4.9,"Carpinus","caroliniana","Betulaceae"
12921,12921,19.2,"Nyssa","sylvatica","Nyssaceae"
12923,12923,47.6,"Fraxinus","americana","Oleaceae"
12924,12924,3.9,"Hamamelis","virginiana","Hamamelidaceae"
12925,12925,36.9,"Fraxinus","americana","Oleaceae"
12926,12926,17.6,"Fagus","grandifolia","Fagaceae"
12927,12927,1.6,"Hamamelis","virginiana","Hamamelidaceae"
12928,12928,34.1,"Nyssa","sylvatica","Nyssaceae"
12931,12931,11.8,"Nyssa","sylvatica","Nyssaceae"
12932,12932,19.6,"Nyssa","sylvatica","Nyssaceae"
12933,12933,2.6,"Lindera","benzoin","Lauraceae"
12934,12934,1.3,"Unidentified","unk","Unknown"
12935,12935,3.3,"Hamamelis","virginiana","Hamamelidaceae"
12936,12936,16.6,"Acer","rubrum","Sapindaceae"
12937,12937,3,"Hamamelis","virginiana","Hamamelidaceae"
12938,12938,39.8,"Liriodendron","tulipifera","Magnoliaceae"
12939,12939,27.9,"Fraxinus","nigra","Oleaceae"
12940,12940,4,"Viburnum","prunifolium","Adoxaceae"
12941,12941,1,"Asimina","triloba","Annonaceae"
12942,12942,1.3,"Asimina","triloba","Annonaceae"
12943,12943,2.1,"Asimina","triloba","Annonaceae"
12944,12944,7.3,"Carpinus","caroliniana","Betulaceae"
12946,12946,6.6,"Asimina","triloba","Annonaceae"
12947,12947,1.4,"Asimina","triloba","Annonaceae"
12948,12948,7,"Asimina","triloba","Annonaceae"
12949,12949,1.8,"Asimina","triloba","Annonaceae"
12950,12950,2.9,"Viburnum","prunifolium","Adoxaceae"
12951,12951,4,"Asimina","triloba","Annonaceae"
12952,12952,5.1,"Asimina","triloba","Annonaceae"
12953,12953,1.6,"Asimina","triloba","Annonaceae"
12954,12954,3.5,"Asimina","triloba","Annonaceae"
12955,12955,1.3,"Asimina","triloba","Annonaceae"
12956,12956,2.7,"Asimina","triloba","Annonaceae"
12957,12957,5.6,"Hamamelis","virginiana","Hamamelidaceae"
12957,33835,5,"Hamamelis","virginiana","Hamamelidaceae"
12958,12958,2.3,"Nyssa","sylvatica","Nyssaceae"
12959,12959,2.1,"Asimina","triloba","Annonaceae"
12960,12960,25.6,"Acer","rubrum","Sapindaceae"
12961,12961,50.4,"Liriodendron","tulipifera","Magnoliaceae"
12962,12962,22.5,"Acer","rubrum","Sapindaceae"
12963,12963,4.8,"Asimina","triloba","Annonaceae"
12963,33836,1.4,"Asimina","triloba","Annonaceae"
12964,12964,2.3,"Asimina","triloba","Annonaceae"
12965,12965,3.4,"Asimina","triloba","Annonaceae"
12966,12966,2.9,"Asimina","triloba","Annonaceae"
12967,12967,2.8,"Asimina","triloba","Annonaceae"
12967,33837,2.1,"Asimina","triloba","Annonaceae"
12968,12968,6.8,"Asimina","triloba","Annonaceae"
12969,12969,1.5,"Asimina","triloba","Annonaceae"
12970,12970,1.2,"Asimina","triloba","Annonaceae"
12971,12971,2.6,"Asimina","triloba","Annonaceae"
12972,12972,1.3,"Asimina","triloba","Annonaceae"
12973,12973,1.2,"Asimina","triloba","Annonaceae"
12974,12974,7.9,"Carya","glabra","Juglandaceae"
12975,12975,2.9,"Asimina","triloba","Annonaceae"
12976,12976,35.1,"Carya","glabra","Juglandaceae"
12977,12977,1.1,"Asimina","triloba","Annonaceae"
12978,12978,1.9,"Asimina","triloba","Annonaceae"
12979,12979,4.2,"Asimina","triloba","Annonaceae"
12980,12980,1.7,"Asimina","triloba","Annonaceae"
12981,12981,2.2,"Asimina","triloba","Annonaceae"
12982,12982,1.9,"Asimina","triloba","Annonaceae"
12983,12983,1.4,"Asimina","triloba","Annonaceae"
12984,12984,3.6,"Asimina","triloba","Annonaceae"
12985,12985,1.5,"Asimina","triloba","Annonaceae"
12986,12986,2.5,"Asimina","triloba","Annonaceae"
12987,12987,2.4,"Asimina","triloba","Annonaceae"
12988,12988,1.3,"Asimina","triloba","Annonaceae"
12989,12989,5.5,"Asimina","triloba","Annonaceae"
12990,12990,1.3,"Asimina","triloba","Annonaceae"
12991,12991,1.8,"Asimina","triloba","Annonaceae"
12992,12992,2.5,"Asimina","triloba","Annonaceae"
12993,12993,2.6,"Asimina","triloba","Annonaceae"
12994,12994,5.2,"Asimina","triloba","Annonaceae"
12995,12995,5.3,"Asimina","triloba","Annonaceae"
12996,12996,9.6,"Quercus","alba","Fagaceae"
12997,12997,4.2,"Nyssa","sylvatica","Nyssaceae"
12999,12999,1.9,"Asimina","triloba","Annonaceae"
13000,13000,2.4,"Asimina","triloba","Annonaceae"
13001,13001,1.4,"Asimina","triloba","Annonaceae"
13002,13002,4.8,"Cornus","florida","Cornaceae"
13003,13003,2.2,"Asimina","triloba","Annonaceae"
13004,13004,2.9,"Asimina","triloba","Annonaceae"
13005,13005,71,"Quercus","velutina","Fagaceae"
13006,13006,4.1,"Asimina","triloba","Annonaceae"
13007,13007,2.8,"Asimina","triloba","Annonaceae"
13008,13008,2.7,"Asimina","triloba","Annonaceae"
13009,13009,1.2,"Asimina","triloba","Annonaceae"
13010,13010,1.5,"Asimina","triloba","Annonaceae"
13011,13011,18.8,"Nyssa","sylvatica","Nyssaceae"
13012,13012,2.2,"Asimina","triloba","Annonaceae"
13013,13013,18.2,"Nyssa","sylvatica","Nyssaceae"
13014,13014,41.8,"Nyssa","sylvatica","Nyssaceae"
13015,13015,37.6,"Nyssa","sylvatica","Nyssaceae"
13016,13016,3.7,"Carya","cordiformis","Juglandaceae"
13017,13017,5.3,"Cercis","canadensis","Fabaceae"
13018,13018,4.5,"Cercis","canadensis","Fabaceae"
13019,13019,2,"Asimina","triloba","Annonaceae"
13020,13020,24.4,"Carya","glabra","Juglandaceae"
13021,13021,32.3,"Carya","glabra","Juglandaceae"
13022,13022,13.6,"Nyssa","sylvatica","Nyssaceae"
13025,13025,8.4,"Hamamelis","virginiana","Hamamelidaceae"
13025,33838,7.7,"Hamamelis","virginiana","Hamamelidaceae"
13025,37558,5.7,"Hamamelis","virginiana","Hamamelidaceae"
13025,38833,4,"Hamamelis","virginiana","Hamamelidaceae"
13025,39374,2.2,"Hamamelis","virginiana","Hamamelidaceae"
13025,39674,1.2,"Hamamelis","virginiana","Hamamelidaceae"
13026,13026,1.1,"Asimina","triloba","Annonaceae"
13027,13027,7.3,"Nyssa","sylvatica","Nyssaceae"
13028,13028,1.4,"Asimina","triloba","Annonaceae"
13029,13029,2.2,"Asimina","triloba","Annonaceae"
13030,13030,1.6,"Asimina","triloba","Annonaceae"
13031,13031,2.2,"Asimina","triloba","Annonaceae"
13033,13033,3.1,"Carya","tomentosa","Juglandaceae"
13034,13034,12.3,"Cercis","canadensis","Fabaceae"
13035,13035,2,"Carya","sp","Juglandaceae"
13036,13036,4.3,"Nyssa","sylvatica","Nyssaceae"
13037,13037,12,"Nyssa","sylvatica","Nyssaceae"
13038,13038,5.8,"Carya","tomentosa","Juglandaceae"
13039,13039,34.1,"Quercus","rubra","Fagaceae"
13040,13040,6.4,"Nyssa","sylvatica","Nyssaceae"
13041,13041,2.1,"Nyssa","sylvatica","Nyssaceae"
13042,13042,7.3,"Nyssa","sylvatica","Nyssaceae"
13043,13043,5,"Carya","glabra","Juglandaceae"
13044,13044,6.6,"Nyssa","sylvatica","Nyssaceae"
13045,13045,42.1,"Carya","tomentosa","Juglandaceae"
13046,13046,10.1,"Carya","glabra","Juglandaceae"
13047,13047,5.9,"Carpinus","caroliniana","Betulaceae"
13048,13048,12.3,"Carya","tomentosa","Juglandaceae"
13049,13049,39.6,"Liriodendron","tulipifera","Magnoliaceae"
13050,13050,5.7,"Hamamelis","virginiana","Hamamelidaceae"
13051,13051,7,"Carya","tomentosa","Juglandaceae"
13052,13052,2.9,"Hamamelis","virginiana","Hamamelidaceae"
13052,33839,2.7,"Hamamelis","virginiana","Hamamelidaceae"
13053,13053,7,"Nyssa","sylvatica","Nyssaceae"
13053,33840,4.8,"Nyssa","sylvatica","Nyssaceae"
13053,37559,4.3,"Nyssa","sylvatica","Nyssaceae"
13054,13054,3.2,"Hamamelis","virginiana","Hamamelidaceae"
13055,13055,16.4,"Carya","glabra","Juglandaceae"
13056,13056,4.4,"Hamamelis","virginiana","Hamamelidaceae"
13057,13057,15.8,"Carya","glabra","Juglandaceae"
13058,13058,5.6,"Hamamelis","virginiana","Hamamelidaceae"
13059,13059,7.9,"Carya","glabra","Juglandaceae"
13060,13060,6.9,"Nyssa","sylvatica","Nyssaceae"
13061,13061,5.3,"Nyssa","sylvatica","Nyssaceae"
13062,13062,36,"Acer","rubrum","Sapindaceae"
13063,13063,6.4,"Nyssa","sylvatica","Nyssaceae"
13064,13064,11.4,"Nyssa","sylvatica","Nyssaceae"
13065,13065,12.1,"Nyssa","sylvatica","Nyssaceae"
13066,13066,4.7,"Carya","glabra","Juglandaceae"
13067,13067,11.2,"Nyssa","sylvatica","Nyssaceae"
13068,13068,30.3,"Carya","cordiformis","Juglandaceae"
13069,13069,6.8,"Nyssa","sylvatica","Nyssaceae"
13070,13070,14.4,"Carya","tomentosa","Juglandaceae"
13071,13071,67.5,"Quercus","velutina","Fagaceae"
13072,13072,8.4,"Acer","rubrum","Sapindaceae"
13073,13073,4,"Nyssa","sylvatica","Nyssaceae"
13074,13074,42.8,"Carya","ovalis","Juglandaceae"
13075,13075,39.4,"Carya","tomentosa","Juglandaceae"
13076,13076,8,"Fagus","grandifolia","Fagaceae"
13077,13077,4.8,"Nyssa","sylvatica","Nyssaceae"
13078,13078,12.7,"Nyssa","sylvatica","Nyssaceae"
13079,13079,19.1,"Carya","tomentosa","Juglandaceae"
13080,13080,6.4,"Carya","glabra","Juglandaceae"
13081,13081,16.4,"Carya","glabra","Juglandaceae"
13082,13082,49.5,"Quercus","velutina","Fagaceae"
13083,13083,11.3,"Nyssa","sylvatica","Nyssaceae"
13084,13084,22.3,"Acer","rubrum","Sapindaceae"
13085,13085,13.4,"Nyssa","sylvatica","Nyssaceae"
13086,13086,25.3,"Carya","tomentosa","Juglandaceae"
13087,13087,6.6,"Carya","glabra","Juglandaceae"
13088,13088,46.9,"Quercus","alba","Fagaceae"
13089,13089,2.1,"Carya","tomentosa","Juglandaceae"
13090,13090,14.4,"Acer","rubrum","Sapindaceae"
13091,13091,2.5,"Carya","tomentosa","Juglandaceae"
13092,13092,50.4,"Quercus","alba","Fagaceae"
13093,13093,3.6,"Carya","glabra","Juglandaceae"
13094,13094,3.4,"Carya","tomentosa","Juglandaceae"
13095,13095,22.2,"Fagus","grandifolia","Fagaceae"
13096,13096,8.1,"Carya","tomentosa","Juglandaceae"
13097,13097,10.6,"Carya","tomentosa","Juglandaceae"
13098,13098,13.1,"Carya","glabra","Juglandaceae"
13099,13099,5.6,"Acer","rubrum","Sapindaceae"
13100,13100,10.7,"Nyssa","sylvatica","Nyssaceae"
